TINWSYS_IS_NUMBER,WATER_SYSTEM_NUMBER,SYSTEM_NAME,REGULATING_AGENCY,COUNTY,FEDERAL_CLASSIFICATION_TYPE,SERVICE_CONNECTIONS,POPULATION,OWNER_TYPE,PL_ADDRESS,PL_ADDRESS_CITY_NAME,PL_ADDRESS_STATE_CODE,PL_ADDRESS_ZIP_CODE,LATITUDE_MEASURE,LONGITUDE_MEASURE,SERVICE_AREA_ECONOMIC_STATUS,MHI,CALENVIRO_SCREEN_SCORE,RISK_ASSESSMENT_RESULT,CURRENT_FAILING,FINAL_SAFER_STATUS,FAILING_START_DATE,PRIMARY_MCL_VIOLATION,PRIMARY_ANALYTES,SECONDARY_MCL_VIOLATION,SECONDARY_ANALYTES,E_COLI_VIOLATION,E_COLI_ANALYTES,TREATMENT_TECHNIQUE_VIOLATION,TT_ANALYTES,MONITORING_AND_REPORTING_VIOLATION,MONITORING_AND_REPORTING_ANALYTES,SOURCE_CAPACITY_VIOLATION,SOURCE_CAPACITY_ANALYTES,TOTAL_WEIGHTED_RISK_SCORE_BEFORE_DIVIDING_BY_CATEGORY_COUNT,WEIGHTED_WATER_QUALITY_SCORE,WATER_QUALITY_SCORE,WATER_QUALITY_PERCENTAGE_OF_TOTAL_RISK_SCORE,WATER_QUALITY_RISK_LEVEL,WEIGHTED_ACCESSIBILITY_SCORE,ACCESSIBILITY_SCORE,ACCESSIBILITY_PERCENTAGE_OF_TOTAL_RISK_SCORE,ASSESSIBILITY_RISK_LEVEL,WEIGHTED_AFFORDABILITY_SCORE,AFFORDABILITY_SCORE,AFFORDABILITY_PERCENTAGE_OF_TOTAL_RISK_SCORE,AFFORDABILITY_RISK_LEVEL,WEIGHTED_TMF_CAPACITY_SCORE,TMF_CAPACITY_SCORE,TMF_CAPACITY_PERCENTAGE_OF_TOTAL_RISK_SCORE,TMF_CAPACITY_RISK_LEVEL,HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL,HISTORY_OF_E_COLI_PRESENCE_THRESHOLD_MET,HISTORY_OF_E_COLI_PRESENCE_RAW_SCORE,HISTORY_OF_E_COLI_PRESENCE_WEIGHTED_SCORE,INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_RISK_LEVEL,INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_THRESHOLD_MET,INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_RAW_SCORE,INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_WEIGHTED_SCORE,TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL,TREATMENT_TECHNIUQE_VIOLATIONS_THRESHOLD_MET,TREATMENT_TECHNIUQE_VIOLATIONS_RAW_SCORE,TREATMENT_TECHNIUQE_VIOLATIONS_WEIGHTED_SCORE,PAST_PRESENCE_ON_THE_FAILING_LIST_RISK_LEVEL,PAST_PRESENCE_ON_THE_FAILING_LIST_THRESHOLD_MET,PAST_PRESENCE_ON_THE_FAILING_LIST_RAW_SCORE,PAST_PRESENCE_ON_THE_FAILING_LIST_WEIGHTED_SCORE,CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL,CONSTITUENTS_OF_EMERGING_CONCERN_THRESHOLD_MET,CONSTITUENTS_OF_EMERGING_CONCERN_RAW_SCORE,CONSTITUENTS_OF_EMERGING_CONCERN_WEIGHTED_SCORE,PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL,PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_THRESHOLD_MET,PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RAW_SCORE,PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_WEIGHTED_SCORE,NUMBER_OF_WATER_SOURCES_RISK_LEVEL,NUMBER_OF_WATER_SOURCES_THRESHOLD_MET,NUMBER_OF_WATER_SOURCES_RAW_SCORE,NUMBER_OF_WATER_SOURCES_WEIGHTED_RAW_SCORE,ABESENCE_OF_INTERTIES_RISK_LEVEL,ABESENCE_OF_INTERTIES_THRESHOLD_MET,ABESENCE_OF_INTERTIES_RAW_SCORE,ABESENCE_OF_INTERTIES_WEIGHTED_SCORE,SOURCE_CAPACITY_VIOLATION_RISK_LEVEL,SOURCE_CAPACITY_VIOLATIONS_THRESHOLD_MET,SOURCE_CAPACITY_VIOLATIONS_RAW_SCORE,SOURCE_CAPACITY_VIOLATIONS_WEIGHTED_SCORE,BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL,BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_THRESHOLD_MET,BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RAW_SCORE,BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_WEIGHTED_SCORE,DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_RISK_LEVEL,DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_THRESHOLD_MET,DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_RAW_SCORE,DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_WEIGHTED_SCORE,CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_RISK_LEVEL,CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_THRESHOLD_MET,CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_RAW_SCORE,CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_WEIGHTED_SCORE,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_THRESHOLD_MET,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RAW_SCORE,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_WEIGHTED_SCORE,EXTREME_WATER_BILL_RISK_LEVEL,EXTREME_WATER_BILL_THRESHOLD_MET,EXTREME_WATER_BILL_RAW_SCORE,EXTREME_WATER_BILL_WEIGHTED_SCORE,HOUSEHOLD_SOCIOECONOMIC_BURDEN_RISK_LEVEL,HOUSEHOLD_SOCIOECONOMIC_BURDEN_THRESHOLD_MET,HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE,HOUSEHOLD_SOCIOECONOMIC_BURDEN_WEIGHTED_SCORE,TOTAL_NET_ANNUAL_INCOME_RISK_LEVEL,TOTAL_NET_ANNUAL_INCOME_THRESHOLD_MET,TOTAL_NET_ANNUAL_INCOME_RAW_SCORE,TOTAL_NET_ANNUAL_INCOME_WEIGHTED_SCORE,OPERATING_RATIO_RISK_LEVEL,OPERATING_RATIO_THRESHOLD_MET,OPERATING_RATIO_RAW_SCORE,OPERATING_RATIO_WEIGHTED_SCORE,DAYS_CASH_ON_HAND_RISK_LEVEL,DAYS_CASH_ON_HAND_THRESHOLD_MET,DAYS_CASH_ON_HAND_RAW_SCORE,DAYS_CASH_ON_HAND_WEIGHTED_SCORE,OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL,OPERATOR_CERTIFICATION_VIOLATIONS_THRESHOLD_MET,OPERATOR_CERTIFICATION_VIOLATIONS_RAW_SCORE,OPERATOR_CERTIFICATION_VIOLATIONS_WEIGHTED_SCORE,MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL,MONITORING_AND_REPORTING_VIOLATIONS_THRESHOLD_MET,MONITORING_AND_REPORTING_VIOLATIONS_SCORE,MONITORING_AND_REPORTING_VIOLATIONS_WEIGHTED_SCORE,SIGNIFICANT_DEFICIENCIES_RISK_LEVEL,SIGNIFICANT_DEFICIENCIES_THRESHOLD_MET,SIGNIFICANT_DEFICIENCIES_RAW_SCORE,SIGNIFICANT_DEFICIENCIES_WEIGHTED_SCORE,FUNDING_RECEIVED_SINCE_2017,TECHNICAL_ASSISTANCE_FUNDING_SINCE_2017,LEGISTATIVE_DISTRICT,REGIONAL_BOARD,CREATED_DATE
63,CA0310002,"AWA, IONE",DISTRICT 10 - STOCKTON,AMADOR,COMMUNITY,2386,7227,LOCAL,12800 RIDGE ROAD,JACKSON,CA,95642,38.361402,-120.933986,DAC,71161,19.9620390132722,Potentially At-Risk,Not Failing,Potentially At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,2.58,0.50,0.17,0.19,LOW,1.33,0.67,0.52,HIGH,0.75,0.75,0.29,MEDIUM,0.00,0.00,0.00,NONE,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,MEDIUM,1 Failing list occurrence over the last 3 years,0.5,1.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,Less than 50% sources exceed an MCL,0,0,HIGH,1 source,1,3,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,Systems not assessed by DWR,Systems not assessed by DWR,Systems not assessed by DWR,Systems not assessed by DWR,NONE,No sources within a Critically Overdrafted Basin,0,0,MEDIUM,1.5% or greater AND less than 2.5%,0.75,2.40,NONE,Below 150% of statewide average,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,74848.0,State Senate District 8,Region 5 Central Valley (Sacramento Office),2025-10-15
2630,CA1910239,"LAKEWOOD - CITY, WATER DEPT.",DISTRICT 15 - METROPOLITAN,LOS ANGELES,COMMUNITY,20041,66135,LOCAL,5050 N. CLARK AVENUE,LAKEWOOD,CA,90712,33.858036,-118.130502,Non-DAC,113245,25.3484866357041,Not At-Risk,Not Failing,Not At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,1.83,1.50,0.50,0.82,MEDIUM,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,0.33,0.17,0.18,LOW,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,NONE,No Failing list occurrence over the last 3 years,0.0,0.0,HIGH,25% or more sources meeting the criteria (score range: 0.5 < n <= 1),1.00,3.00,NONE,Less than 50% sources exceed an MCL,0,0,NONE,2 or more sources,0,0,NONE,Not Applicable,0,0,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,Systems not assessed by DWR,Systems not assessed by DWR,Systems not assessed by DWR,Systems not assessed by DWR,NONE,No sources within a Critically Overdrafted Basin,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,HIGH,Less than $0,1,1.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,0.0,State Senate District 33,Region 4 Los Angeles,2025-10-15
5939,CA5410009,PIXLEY PUBLIC UTIL DIST,DISTRICT 12 - VISALIA,TULARE,COMMUNITY,870,2772,LOCAL,232 E. DAVIS AVE.,PIXLEY,CA,93256,35.967037,-119.294724,DAC,63074,61.5211528008223,At-Risk,Failing,Failing,2017-01-01,YES,"1,2,3-TRICHLOROPROPANE; ARSENIC",NO,,NO,,NO,,NO,,NO,,8.26,2.50,0.83,0.30,HIGH,2.67,1.33,0.32,HIGH,1.42,1.42,0.17,HIGH,1.67,0.83,0.20,HIGH,NONE,No history of E. coli presence over the last 3 years,0,0,MEDIUM,25% or more sources meeting the criteria (score range: 0 < n <= 0.5),0.50,1.00,NONE,No violation over the last three years,0,0,MEDIUM,1 Failing list occurrence over the last 3 years,0.5,1.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,HIGH,50% or more sources exceed an MCL,1,3,NONE,2 or more sources,0,0,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,VERY HIGH,1 or more occurrence(s) of bottled/hauled water reliance within the last 3 years,1,3,HIGH,Top 10% of systems most at risk of drought and water shortage,1.00,2.00,HIGH,1 or more source(s) within a Critically Overdrafted Basin,1,2,MEDIUM,1.5% or greater AND less than 2.5%,0.75,2.40,NONE,Below 150% of statewide average,0,0.00,HIGH,Combined score of 0.625 - 1.0,1,2.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,HIGH,Less than 1,1,1.00,NONE,No Operator Certification violations over the last three years,0,0.0,HIGH,2 or more violations,1,2.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,716697.71,State Senate District 14,Region 5 Central Valley (Fresno Office),2025-10-15
6067,CA5601120,SISAR MUTUAL WATER CO,DISTRICT 06 - SANTA BARBARA,VENTURA,COMMUNITY,110,340,PRIVATE,12264 Topa Lane,SANTA PAULA,CA,93061,34.443109,-119.137241,Non-DAC,79406,11.4151720641436,Not At-Risk,Not Failing,Not At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,0.67,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,0.67,0.33,1.00,LOW,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,NONE,No Failing list occurrence over the last 3 years,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,Less than 50% sources exceed an MCL,0,0,NONE,2 or more sources,0,0,NONE,1 or more interties,0,0,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,No sources within a Critically Overdrafted Basin,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,0.0,State Senate District 19,Region 4 Los Angeles,2025-10-15
8903,CA0707573,DELTA MUTUAL WATER COMPANY,LPA37 - CONTRA COSTA COUNTY,CONTRA COSTA,COMMUNITY,119,333,PRIVATE,5305 SANDMOUND BLVD,BETHEL ISLAND,CA,94511,38.001887,-121.627398,SDAC,49009,31.038296731948,Potentially At-Risk,Failing,Failing,2020-01-31,YES,ARSENIC,NO,,NO,,NO,,NO,,NO,,3.16,2.50,0.83,0.79,HIGH,0.33,0.17,0.10,LOW,0.33,0.33,0.10,LOW,0.00,0.00,0.00,NONE,NONE,No history of E. coli presence over the last 3 years,0,0,MEDIUM,25% or more sources meeting the criteria (score range: 0 < n <= 0.5),0.50,1.00,NONE,No violation over the last three years,0,0,MEDIUM,1 Failing list occurrence over the last 3 years,0.5,1.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,HIGH,50% or more sources exceed an MCL,1,3,NONE,2 or more sources,0,0,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,No sources within a Critically Overdrafted Basin,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,MEDIUM,Combined score of 0.25 - 0.5,0.5,1.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,383121.63,State Senate District 7,Region 5 Central Valley (Sacramento Office),2025-10-15
4264,CA4300779,LAKESIDE SD-LAKESIDE SCHOOL,DISTRICT 17 - SANTA CLARA,SANTA CLARA,NON-TRANSIENT NON-COMMUNITY,4,127,LOCAL,"19621 BLACK ROAD, 19621 BLACK ROAD",LOS GATOS,CA,95033,37.193812,-122.018239,Non-DAC,182361,6.06590262741198,At-Risk,Failing,Failing,2025-03-05,NO,,NO,,NO,,NO,,NO,,YES,CCR §64554  SRC CAPACITY,3.83,0.50,0.17,0.13,LOW,3.33,1.67,0.87,HIGH,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,MEDIUM,1 Failing list occurrence over the last 3 years,0.5,1.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,Less than 50% sources exceed an MCL,0,0,HIGH,1 source,1,3,HIGH,No intertie,1,1,HIGH,1 or more source capacity violation(s); or 1 or more service connection moratorium(s) within the past 3 years,1,3,VERY HIGH,1 or more occurrence(s) of bottled/hauled water reliance within the last 3 years,1,3,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,No sources within a Critically Overdrafted Basin,0,0,NONE,System does not charge customers directly for water,0,0.00,NONE,System does not charge customers directly for water,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Systems serving military bases; NTNC systems that are K-12 schools,0,0.00,NONE,Systems serving military bases; NTNC systems that are K-12 schools,0,0.00,NONE,Systems serving military bases; NTNC systems that are K-12 schools,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,1715160.0,220086.0,State Senate District 15,Region 2 San Francisco,2025-10-15
6043,CA5510028,TUD-APPLE VALLEY ESTATES,DISTRICT 28 - YOSEMITE,TUOLUMNE,COMMUNITY,299,826,LOCAL,APPLE VALLEY ESTATES,SONORA,CA,95370,38.005627,-120.32749,DAC,71250,12.3027223172576,Not At-Risk,Not Failing,Not At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,0.33,0.00,0.00,0.00,NONE,0.33,0.17,1.00,LOW,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,NONE,No Failing list occurrence over the last 3 years,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,Less than 50% sources exceed an MCL,0,0,NONE,2 or more sources,0,0,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,Systems not assessed by DWR,Systems not assessed by DWR,Systems not assessed by DWR,Systems not assessed by DWR,NONE,No sources within a Critically Overdrafted Basin,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,0.0,State Senate District 8,Region 5 Central Valley (Sacramento Office),2025-10-15
9712,CA3301294,GLEN IVY HOT SPRINGS,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,COMMUNITY,54,1087,PRIVATE,25000 Glen Ivy RD,CORONA,CA,92883,33.755122,-117.495684,Non-DAC,103967,19.6138754075258,Not At-Risk,Not Failing,Not At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,0.67,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,0.67,0.33,1.00,LOW,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,NONE,No Failing list occurrence over the last 3 years,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,Less than 50% sources exceed an MCL,0,0,NONE,2 or more sources,0,0,NONE,1 or more interties,0,0,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,No sources within a Critically Overdrafted Basin,0,0,NONE,System does not charge customers directly for water,0,0.00,NONE,System does not charge customers directly for water,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,0.0,State Senate District 28,Region 8 Santa Ana,2025-10-15
5767,CA5210005,RIO ALTO WATER DISTRICT,DISTRICT 21 - VALLEY,TEHAMA,COMMUNITY,1433,3329,LOCAL,22099 River View Drive,COTTONWOOD,CA,96022,40.355829,-122.21992,SDAC,56000,13.8325482048473,Not At-Risk,Not Failing,Not At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,0.66,0.00,0.00,0.00,NONE,0.33,0.17,0.50,LOW,0.00,0.00,0.00,NONE,0.33,0.17,0.50,LOW,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,NONE,No Failing list occurrence over the last 3 years,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,Less than 50% sources exceed an MCL,0,0,NONE,2 or more sources,0,0,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,No sources within a Critically Overdrafted Basin,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,HIGH,Less than $0,1,1.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,8483.94,State Senate District 4,Region 5 Central Valley (Redding Office),2025-10-15
1599,CA1502744,60TH STREET ASSOC. WATER SYSTEM,DISTRICT 19 - TEHACHAPI,KERN,COMMUNITY,10,39,PRIVATE,5902 Margaritha Ln,ROSAMOND,CA,93560,34.850506,-118.23741,DAC,71688,28.7610568557898,At-Risk,Failing,Failing,2018-07-13,YES,ARSENIC,NO,,NO,,NO,,NO,,NO,,5.66,4.00,1.33,0.71,HIGH,1.33,0.67,0.23,HIGH,0.33,0.33,0.06,LOW,0.00,0.00,0.00,NONE,NONE,No history of E. coli presence over the last 3 years,0,0,MEDIUM,25% or more sources meeting the criteria (score range: 0 < n <= 0.5),0.50,1.00,NONE,No violation over the last three years,0,0,MEDIUM,1 Failing list occurrence over the last 3 years,0.5,1.0,HIGH,25% or more sources meeting the criteria (score range: 0.5 < n <= 1),1.00,3.00,HIGH,50% or more sources exceed an MCL,1,3,HIGH,1 source,1,3,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,No sources within a Critically Overdrafted Basin,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,MEDIUM,Combined score of 0.25 - 0.5,0.5,1.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,1970580.56,5533.33,State Senate District 16,Region 6 Lahontan (Victorville Office),2025-10-15
3225,CA2810009,BERRYESSA PINES WATER SYSTEM,LPA58 - NAPA COUNTY,NAPA,COMMUNITY,78,261,LOCAL,140 BERRYESSA DRIVE,NAPA,CA,94558,38.607212,-122.277864,DAC,61750,15.0708525687598,At-Risk,Not Failing,At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,3.66,0.00,0.00,0.00,NONE,1.33,0.67,0.36,HIGH,2.00,2.00,0.55,HIGH,0.33,0.17,0.09,LOW,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,NONE,No Failing list occurrence over the last 3 years,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,Less than 50% sources exceed an MCL,0,0,HIGH,1 source,1,3,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,No sources within a Critically Overdrafted Basin,0,0,UNKNOWN,UNKNOWN,MISSING,MISSING,UNKNOWN,UNKNOWN,MISSING,MISSING,HIGH,Combined score of 0.625 - 1.0,1,2.00,HIGH,Less than $0,1,1.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,0.0,State Senate District 3,Region 5 Central Valley (Redding Office),2025-10-15
542,CA1000298,WOODWARD BLUFFS MHP,DISTRICT 23 - FRESNO,FRESNO,COMMUNITY,172,300,PRIVATE,9360 N BLACKSTONE,FRESNO,CA,93720,36.873141,-119.790699,DAC,65245,5.50804882530463,Potentially At-Risk,Not Failing,Potentially At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,2.84,0.00,0.00,0.00,NONE,2.17,1.08,0.76,HIGH,0.00,0.00,0.00,NONE,0.67,0.33,0.24,LOW,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,NONE,No Failing list occurrence over the last 3 years,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,Less than 50% sources exceed an MCL,0,0,HIGH,1 source,1,3,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,LOW,Top 25% of systems most at risk of drought and water shortage,0.25,0.50,HIGH,1 or more source(s) within a Critically Overdrafted Basin,1,2,NONE,System does not charge customers directly for water,0,0.00,NONE,System does not charge customers directly for water,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,7856.24,State Senate District 8,Region 5 Central Valley (Fresno Office),2025-10-15
